customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn,tenure_was_missing,monthly_charges_was_missing,total_logins,avg_session_mins,login_days_active,days_since_last_login,total_tickets,avg_resolution_hours,max_resolution_hours,billing_tickets,technical_tickets,billing_ticket_ratio,total_bills,total_late_payments,late_payment_rate,avg_payment_gap,max_payment_gap,avg_amount_due
0318-QUUOB,Male,0,Yes,No,1.0,Yes,No,Fiber Optic,No,No,No,No,Yes,No,Month-To-Month,Yes,Electronic Check,80.55,80.55,1,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0.0,0.0,0.0,58.66
6145-NNPNO,Female,0,No,No,1.0,Yes,No,Dsl,No,No,No,No,No,No,Month-To-Month,No,Bank Transfer (Automatic),44.15,44.15,0,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.0,0.0,0.0,68.05
5520-FVEWJ,Female,0,Yes,Yes,12.0,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,No,Month-To-Month,Yes,Electronic Check,84.5,916.9,1,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,34.04
5339-TJFEK,Male,0,Yes,Yes,62.0,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,105.5,6487.2,0,0,0,6.0,65.0,1.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0.33,7.68,23.05,55.08
5572-ZDXHY,Female,0,No,No,22.0,Yes,No,Fiber Optic,No,Yes,No,No,No,Yes,Month-To-Month,Yes,Mailed Check,84.3,1855.65,1,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0.0,0.0,0.0,75.45
2074-GUHPQ,Female,0,No,Yes,17.0,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,No,No,Month-To-Month,Yes,Credit Card (Automatic),92.7,1556.85,0,0,0,18.0,119.66666666666667,3.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0.0,0.0,0.0,76.15
4625-XMOYM,Female,0,Yes,Yes,72.0,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Bank Transfer (Automatic),26.25,1988.05,0,0,0,5.0,34.0,1.0,246.0,1.0,47.6,47.6,1.0,0.0,1.0,3,0,0.0,0.0,0.0,73.83
5827-MWCZK,Male,0,Yes,Yes,56.0,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,Month-To-Month,Yes,Credit Card (Automatic),96.95,5432.2,0,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.0,0.0,0.0,60.16
1385-TQOZW,Female,0,No,No,9.0,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,Yes,Credit Card (Automatic),20.45,147.55,0,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0.0,0.0,0.0,67.34
5914-XRFQB,Male,0,Yes,No,72.0,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Transfer (Automatic),115.8,8424.9,0,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0.0,0.0,0.0,54.5
4329-YPDDQ,Male,0,No,No,20.0,Yes,No,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-To-Month,Yes,Bank Transfer (Automatic),108.2,2203.7,0,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.0,0.0,0.0,80.0
4804-NCPET,Male,0,Yes,Yes,19.0,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Mailed Check,20.2,387.4,0,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.0,0.0,0.0,72.69
3750-CKVKH,Male,0,No,No,2.0,Yes,No,Fiber Optic,No,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,67.75,116.65,1,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0.0,0.0,0.0,45.83
5944-UGLLK,Male,0,No,No,53.0,No,No Phone Service,Dsl,No,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card (Automatic),54.9,3045.75,0,0,0,4.0,148.0,1.0,186.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0.0,0.0,0.0,68.0
8063-GBATB,Female,1,No,No,27.0,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-To-Month,Yes,Electronic Check,85.25,2287.25,1,0,0,6.0,54.0,1.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,106.12
7787-BNTZM,Male,0,No,No,6.0,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,No,Bank Transfer (Automatic),20.15,130.5,0,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,63.0
2252-ISRNH,Male,0,Yes,Yes,9.0,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,No,One Year,Yes,Electronic Check,90.35,767.9,0,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0.5,11.76,23.52,85.2
9415-TPKRV,Female,0,Yes,Yes,8.0,Yes,Yes,Dsl,No,Yes,No,No,No,No,Month-To-Month,No,Electronic Check,55.75,446.8,0,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0.0,0.0,0.0,66.47
5322-TEUJK,Female,0,Yes,Yes,71.0,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Transfer (Automatic),114.6,8100.25,0,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,104.38
4547-KQRTM,Female,0,No,No,10.0,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,Month-To-Month,Yes,Bank Transfer (Automatic),80.05,830.7,1,0,0,3.0,285.0,1.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.0,0.0,0.0,62.56
4877-EVATK,Male,0,No,No,1.0,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,No,Mailed Check,20.0,20.0,1,0,0,7.0,193.0,1.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,51.69
1866-DIOQZ,Female,0,Yes,No,71.0,No,No Phone Service,Dsl,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Transfer (Automatic),66.8,4689.15,0,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0.0,0.0,0.0,103.14
8375-KVTHK,Male,0,Yes,No,68.0,Yes,No,Fiber Optic,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Electronic Check,100.3,6754.35,0,0,0,6.0,224.0,1.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,103.89
2697-NQBPF,Male,0,No,No,34.0,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Month-To-Month,Yes,Electronic Check,105.35,3540.65,0,0,0,3.0,209.0,1.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,38.38
3709-OIJEA,Male,0,No,No,26.0,Yes,No,Fiber Optic,No,Yes,Yes,Yes,No,No,One Year,Yes,Electronic Check,85.2,2184.6,0,0,0,8.0,133.5,2.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,52.48
7639-SUPCW,Female,0,No,No,22.0,Yes,No,Dsl,Yes,No,No,No,No,No,Month-To-Month,Yes,Credit Card (Automatic),48.8,1054.6,1,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,71.79
1386-ZIKUV,Male,0,No,No,7.0,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,Yes,Mailed Check,18.95,130.55,0,0,0,7.0,269.0,1.0,212.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0.0,0.0,0.0,67.52
0599-XNYDO,Female,0,Yes,No,20.0,Yes,No,Fiber Optic,No,No,No,No,No,No,Month-To-Month,Yes,Bank Transfer (Automatic),91.75,1540.35,0,0,1,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,102.97
6377-WHAOX,Female,0,Yes,No,60.0,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,106.15,6411.25,0,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0.33,2.2,6.59,88.21
6855-VLGOS,Male,0,Yes,Yes,72.0,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Electronic Check,20.55,1432.55,0,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0.0,0.0,0.0,49.61
8999-XXGNS,Female,1,Yes,No,72.0,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,One Year,Yes,Credit Card (Automatic),105.75,7629.85,0,0,0,5.0,137.0,1.0,278.0,1.0,17.9,17.9,0.0,0.0,0.0,3,0,0.0,0.0,0.0,85.04
8746-OQQRW,Male,0,No,No,4.0,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,No,Mailed Check,25.25,101.9,0,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0.0,0.0,0.0,51.47
3181-MIZBN,Male,0,Yes,Yes,16.0,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,No,Electronic Check,19.75,313.4,0,0,0,6.0,260.0,1.0,223.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,53.17
0471-ARVMX,Female,1,Yes,No,62.0,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,One Year,Yes,Electronic Check,104.85,6312.9,0,0,0,5.0,137.0,1.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,23.89
7766-CLTIC,Female,0,No,No,10.0,Yes,No,Dsl,No,No,No,Yes,No,Yes,Month-To-Month,Yes,Mailed Check,60.95,629.55,0,0,0,13.0,163.33333333333334,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0.0,0.0,0.0,88.99
5650-YLIBA,Male,0,No,No,31.0,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,Month-To-Month,Yes,Electronic Check,81.15,2640.55,0,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0.33,4.07,12.2,85.64
0825-CPPQH,Female,0,Yes,No,71.0,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card (Automatic),19.1,1372.45,0,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.0,0.0,0.0,33.3
9084-OAYKL,Male,0,No,No,58.0,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Mailed Check,20.8,1212.25,0,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,53.22
6122-LJADA,Male,0,Yes,Yes,70.0,Yes,Yes,Dsl,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card (Automatic),90.15,6237.05,0,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.0,0.0,0.0,71.15
2400-XIWIO,Female,0,Yes,No,71.0,Yes,Yes,Dsl,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Electronic Check,90.1,6310.9,0,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0.0,0.0,0.0,60.68
7524-VRLPL,Male,1,No,No,69.0,Yes,Yes,Dsl,Yes,No,Yes,Yes,No,Yes,Two Year,No,Credit Card (Automatic),74.1,5031.0,0,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,75.35
1069-XAIEM,Female,1,No,No,1.0,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-To-Month,Yes,Electronic Check,85.05,85.05,1,0,0,6.0,212.0,1.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.0,0.0,0.0,115.38
7569-NMZYQ,Female,0,Yes,Yes,72.0,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Transfer (Automatic),118.75,8672.45,0,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0.5,21.24,42.48,100.46
5201-USSQZ,Female,0,Yes,No,26.0,Yes,No,Fiber Optic,No,No,No,Yes,No,Yes,Month-To-Month,No,Credit Card (Automatic),85.9,2196.45,0,0,0,5.0,256.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,38.37
2105-PHWON,Female,0,Yes,No,33.0,Yes,Yes,Fiber Optic,No,No,Yes,Yes,No,Yes,Month-To-Month,Yes,Credit Card (Automatic),95.0,3008.15,0,0,0,0.0,0.0,0.0,365.0,1.0,80.5,80.5,1.0,0.0,1.0,3,0,0.0,0.0,0.0,95.91
1494-EJZDW,Female,0,Yes,Yes,10.0,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Mailed Check,20.15,220.8,0,0,1,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0.0,0.0,0.0,47.67
4884-TVUQF,Female,1,No,No,57.0,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,No,Yes,Two Year,No,Credit Card (Automatic),101.3,5779.6,0,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0.0,0.0,0.0,49.48
8003-EWNDZ,Female,0,No,No,10.0,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,Yes,Electronic Check,21.2,222.65,0,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0.33,5.8,17.41,84.15
1897-RCFUM,Female,0,Yes,Yes,39.0,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Mailed Check,24.2,914.6,0,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0.0,0.0,0.0,70.08
9256-JTBNZ,Female,0,No,No,11.0,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,No,Bank Transfer (Automatic),20.3,246.3,0,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0.0,0.0,0.0,51.86
4658-HCOHW,Female,0,Yes,Yes,21.0,Yes,No,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Month-To-Month,Yes,Electronic Check,102.8,2110.15,1,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,58.99
2211-RMNHO,Female,0,Yes,Yes,68.0,Yes,Yes,Dsl,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Transfer (Automatic),85.3,5560.0,0,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,28.09
2432-TFSMK,Male,0,No,No,18.0,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,No,One Year,Yes,Credit Card (Automatic),89.6,1633.0,0,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,60.35
3440-JPSCL,Female,0,No,No,6.0,Yes,No,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Month-To-Month,Yes,Mailed Check,99.95,547.65,1,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.0,0.0,0.0,74.06
4929-ROART,Male,0,No,No,18.0,Yes,Yes,Dsl,Yes,No,No,No,No,No,Month-To-Month,No,Mailed Check,56.25,969.85,0,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,40.68,40.68,88.54
1834-ABKHQ,Female,0,Yes,Yes,52.0,Yes,No,Dsl,No,No,Yes,No,No,No,One Year,Yes,Bank Transfer (Automatic),50.95,2610.65,0,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.0,0.0,0.0,51.61
1741-WTPON,Male,0,Yes,Yes,56.0,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Mailed Check,115.85,6567.9,0,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0.33,8.26,24.78,51.62
3932-IJWDZ,Male,0,No,No,45.0,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Month-To-Month,Yes,Bank Transfer (Automatic),103.65,4747.85,0,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,32.38
1240-HCBOH,Female,0,No,No,67.0,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Mailed Check,26.1,1759.55,0,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.0,0.0,0.0,75.87
3594-KADLU,Male,0,Yes,No,3.0,No,No Phone Service,Dsl,Yes,No,No,Yes,No,No,Month-To-Month,No,Mailed Check,35.1,101.1,0,0,0,5.0,132.0,1.0,291.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,39.91
8065-BVEPF,Male,1,No,No,65.0,Yes,No,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Month-To-Month,Yes,Bank Transfer (Automatic),99.1,6496.15,0,0,0,6.0,192.0,1.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.0,0.0,0.0,90.24
3796-ENZGF,Male,0,Yes,No,63.0,Yes,Yes,Dsl,No,Yes,No,Yes,No,Yes,Two Year,No,Mailed Check,67.25,4234.15,0,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.0,0.0,0.0,39.2
1734-ZMNTZ,Female,0,Yes,Yes,11.0,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Mailed Check,25.0,300.7,0,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,61.86
2853-CWQFQ,Male,0,No,Yes,1.0,Yes,No,Dsl,No,No,No,Yes,No,Yes,Month-To-Month,Yes,Mailed Check,59.55,59.55,0,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0.0,0.0,0.0,69.69
0813-TAXXS,Male,0,No,No,64.0,Yes,Yes,Dsl,No,No,Yes,No,Yes,Yes,Two Year,Yes,Bank Transfer (Automatic),77.8,4323.35,0,1,0,0.0,0.0,0.0,365.0,1.0,93.9,93.9,1.0,0.0,1.0,1,0,0.0,0.0,0.0,27.47
2519-TWKFS,Male,0,Yes,Yes,25.0,Yes,Yes,Dsl,No,No,No,Yes,No,No,One Year,Yes,Mailed Check,55.1,1466.1,0,0,0,0.0,0.0,0.0,365.0,2.0,26.45,30.0,0.0,1.0,0.0,3,0,0.0,0.0,0.0,68.41
2889-FPWRM,Male,0,Yes,No,72.0,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Transfer (Automatic),117.8,8684.8,1,0,0,5.0,84.0,1.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.0,0.0,0.0,67.32
0626-QXNGV,Female,0,Yes,No,72.0,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Credit Card (Automatic),24.15,1776.45,0,0,0,4.0,244.0,1.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,101.77
6723-CEGQI,Female,0,No,Yes,65.0,No,No Phone Service,Dsl,No,Yes,No,Yes,Yes,No,Two Year,No,Mailed Check,45.25,2933.95,0,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0.33,8.28,24.83,51.26
6987-XQSJT,Female,1,No,No,54.0,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,Month-To-Month,Yes,Electronic Check,79.5,4370.25,1,0,0,0.0,0.0,0.0,365.0,2.0,56.45,97.0,1.0,1.0,0.5,3,1,0.33,10.64,31.92,47.73
4732-RRJZC,Male,0,Yes,Yes,7.0,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,No,Mailed Check,20.25,144.35,0,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.0,0.0,0.0,35.82
9499-XPZXM,Female,0,Yes,No,72.0,Yes,Yes,Dsl,Yes,Yes,No,Yes,No,No,Two Year,No,Bank Transfer (Automatic),64.75,4804.75,0,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,16.85,16.85,92.13
4338-EYCER,Male,0,Yes,No,21.0,Yes,No,Dsl,No,No,No,No,Yes,No,Month-To-Month,No,Bank Transfer (Automatic),54.6,1125.2,0,0,0,0.0,0.0,0.0,365.0,1.0,45.6,45.6,0.0,1.0,0.0,1,1,1.0,32.95,32.95,81.63
3007-FDPEA,Female,0,No,No,2.0,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,Yes,Bank Transfer (Automatic),20.7,39.85,0,0,0,4.0,157.0,1.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0.0,0.0,0.0,48.18
6350-XFYGW,Male,1,No,No,4.0,Yes,No,Fiber Optic,No,No,Yes,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,94.75,422.4,0,0,0,8.0,103.0,1.0,145.0,1.0,32.0,32.0,0.0,1.0,0.0,3,0,0.0,0.0,0.0,71.29
4290-BSXUX,Male,0,Yes,No,3.0,Yes,Yes,Fiber Optic,No,No,No,Yes,No,No,Month-To-Month,Yes,Bank Transfer (Automatic),79.65,251.75,1,0,0,6.0,100.0,1.0,288.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0.5,4.31,8.62,63.05
8513-OLYGY,Male,0,Yes,No,72.0,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card (Automatic),115.8,8332.15,0,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0.0,0.0,0.0,88.0
0311-QYWSS,Female,0,No,No,6.0,Yes,No,Dsl,Yes,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,49.45,314.6,0,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0.5,10.01,20.01,41.78
8705-DWKTI,Male,0,No,No,52.0,Yes,No,Fiber Optic,No,No,Yes,No,No,Yes,Month-To-Month,Yes,Credit Card (Automatic),83.8,4331.4,0,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,86.77
8755-IWJHN,Male,1,Yes,No,69.0,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Month-To-Month,Yes,Bank Transfer (Automatic),95.35,6382.0,0,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,103.56
0325-XBFAC,Male,0,No,No,8.0,Yes,No,Fiber Optic,No,No,Yes,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,94.7,740.3,1,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.0,0.0,0.0,36.12
4480-QQRHC,Female,1,No,No,8.0,Yes,No,Fiber Optic,No,No,Yes,No,No,No,Month-To-Month,Yes,Bank Transfer (Automatic),74.05,600.15,0,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0.0,0.0,0.0,59.74
0929-PECLO,Female,1,No,No,63.0,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Month-To-Month,Yes,Bank Transfer (Automatic),89.6,5538.8,0,0,0,3.0,193.0,1.0,365.0,1.0,12.7,12.7,0.0,1.0,0.0,2,0,0.0,0.0,0.0,89.14
3680-CTHUH,Male,0,No,No,60.0,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card (Automatic),116.6,7049.5,0,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.0,0.0,0.0,71.78
1202-KKGFU,Female,0,Yes,No,12.0,Yes,No,Dsl,Yes,No,No,Yes,No,No,Month-To-Month,No,Bank Transfer (Automatic),54.2,690.5,0,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.0,0.0,0.0,97.19
6112-KTHFQ,Female,0,No,No,13.0,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,Yes,Mailed Check,19.3,279.3,0,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.0,0.0,0.0,64.04
1852-XEMDW,Male,0,No,No,22.0,Yes,Yes,Dsl,Yes,Yes,Yes,No,No,No,Month-To-Month,No,Mailed Check,65.05,1427.55,0,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,77.1
2462-XIIJB,Male,0,No,No,12.0,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,No,Month-To-Month,Yes,Electronic Check,92.5,452.7,1,1,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0.5,3.65,7.3,44.46
4760-XOHVN,Female,0,Yes,Yes,1.0,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,No,Mailed Check,19.45,19.45,1,0,0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,91.96
