customer_id,billing_date,amount_due,amount_paid,payment_gap,late_payment
7683-CBDKJ,2022-07-04,52.21,52.21,0.0,0
7683-CBDKJ,2022-07-06,33.73,33.73,0.0,0
0946-CLJTI,2022-03-14,82.04,82.04,0.0,0
0946-CLJTI,2022-11-12,106.83,106.83,0.0,0
3160-TYXLT,2022-12-22,107.06,107.06,0.0,0
1325-USMEC,2022-03-29,76.13,76.13,0.0,0
0916-QOFDP,2022-09-18,115.27,115.27,0.0,0
0916-QOFDP,2022-09-07,100.23,100.23,0.0,0
0628-CNQRM,2022-09-20,83.06,83.06,0.0,0
0628-CNQRM,2022-07-05,72.51,72.51,0.0,0
0628-CNQRM,2022-05-28,100.86,91.29,9.57,1
5606-AMZBO,2022-06-01,48.92,48.92,0.0,0
5606-AMZBO,2022-04-28,72.67,53.22,19.45,1
6199-IPCAO,2022-01-30,89.87,89.87,0.0,0
6199-IPCAO,2022-03-25,35.24,35.24,0.0,0
7665-TOALD,2022-01-05,34.58,34.58,0.0,0
7665-TOALD,2022-02-07,114.3,114.3,0.0,0
0112-QWPNC,2022-03-26,100.19,100.19,0.0,0
0324-BRPCJ,2022-03-17,88.96,88.96,0.0,0
2777-PHDEI,2022-12-13,106.9,106.9,0.0,0
2777-PHDEI,2022-11-06,67.04,67.04,0.0,0
2777-PHDEI,2022-03-07,37.49,37.49,0.0,0
5640-CAXOA,2022-06-10,101.19,101.19,0.0,0
2235-EZAIK,2022-10-19,90.72,90.72,0.0,0
3847-BAERP,2022-09-25,39.41,39.41,0.0,0
3847-BAERP,2022-10-02,37.12,37.12,0.0,0
3847-BAERP,2022-07-09,32.63,32.63,0.0,0
1196-AMORA,2022-05-12,54.51,54.51,0.0,0
4282-YMKNA,2022-10-18,88.22,71.68,16.54,1
1453-RZFON,2022-07-11,63.31,63.31,0.0,0
1453-RZFON,2022-04-25,98.53,98.53,0.0,0
8263-OKETD,2022-11-17,104.78,104.78,0.0,0
8263-OKETD,2022-01-11,84.74,48.61,36.13,1
8263-OKETD,2022-02-10,103.08,103.08,0.0,0
0670-KDOMA,2022-09-13,86.86,86.86,0.0,0
0670-KDOMA,2022-06-11,89.67,89.67,0.0,0
0670-KDOMA,2022-07-01,43.24,43.24,0.0,0
2476-YGEFM,2022-07-03,43.56,43.56,0.0,0
8687-BAFGU,2022-11-29,76.95,76.95,0.0,0
8687-BAFGU,2022-03-01,34.28,34.28,0.0,0
0641-EVBOJ,2022-06-23,118.43,78.61,39.82,1
0829-XXPLX,2022-06-29,63.74,51.24,12.5,1
9974-JFBHQ,2022-05-11,61.78,61.78,0.0,0
9974-JFBHQ,2022-01-08,32.06,27.59,4.47,1
5356-RHIPP,2022-10-22,32.5,23.69,8.81,1
5356-RHIPP,2022-09-18,60.53,60.53,0.0,0
5356-RHIPP,2022-10-29,101.1,101.1,0.0,0
6624-JDRDS,2022-06-27,28.44,28.44,0.0,0
6624-JDRDS,2022-01-18,96.49,84.37,12.12,1
0608-JDVEC,2022-04-04,67.47,67.47,0.0,0
0608-JDVEC,2022-03-19,98.18,59.38,38.8,1
9780-FKVVF,2022-11-27,27.24,27.24,0.0,0
9780-FKVVF,2022-10-02,49.81,49.81,0.0,0
9780-FKVVF,2022-09-17,107.75,107.75,0.0,0
1919-RTPQD,2022-05-03,118.59,118.59,0.0,0
5214-NLTIT,2022-01-20,114.28,114.28,0.0,0
5214-NLTIT,2022-06-04,105.12,105.12,0.0,0
3345-PBBFH,2022-09-01,24.12,24.12,0.0,0
5055-BRMNE,2022-04-22,38.99,29.85,9.14,1
9189-JWSHV,2022-03-31,114.62,114.62,0.0,0
9189-JWSHV,2022-02-16,95.78,95.78,0.0,0
2190-PHBHR,2022-10-01,119.1,119.1,0.0,0
2650-GYRYL,2022-03-18,87.95,55.16,32.79,1
2650-GYRYL,2022-05-04,43.85,43.85,0.0,0
0746-JTRFU,2022-11-01,119.62,119.62,0.0,0
5208-FVQKB,2022-08-15,40.31,40.31,0.0,0
5208-FVQKB,2022-05-17,99.0,99.0,0.0,0
5208-FVQKB,2022-06-06,67.02,67.02,0.0,0
7184-LRUUR,2022-12-16,63.1,42.84,20.26,1
7184-LRUUR,2022-04-21,97.29,97.29,0.0,0
7184-LRUUR,2022-04-19,82.08,82.08,0.0,0
6627-CFOSN,2022-10-19,73.18,73.18,0.0,0
6627-CFOSN,2022-09-01,81.1,60.9,20.2,1
3982-JGSFD,2022-03-29,39.72,39.72,0.0,0
3982-JGSFD,2022-01-10,117.29,117.29,0.0,0
3982-JGSFD,2022-06-27,32.57,32.57,0.0,0
1574-DYCWE,2022-07-14,35.9,32.48,3.42,1
1574-DYCWE,2022-07-19,80.89,80.89,0.0,0
1574-DYCWE,2022-08-09,60.63,60.63,0.0,0
7247-XOZPB,2022-06-28,46.42,46.42,0.0,0
7247-XOZPB,2022-04-18,56.59,56.59,0.0,0
2466-FCCPT,2022-11-21,73.21,73.21,0.0,0
2466-FCCPT,2022-04-17,33.98,33.98,0.0,0
2466-FCCPT,2022-11-20,35.1,35.1,0.0,0
6211-WWLTF,2022-10-30,93.01,47.3,45.71,1
6211-WWLTF,2022-03-08,112.94,112.94,0.0,0
6211-WWLTF,2022-08-06,115.59,115.59,0.0,0
4826-TZEVA,2022-06-29,115.47,115.47,0.0,0
4826-TZEVA,2022-07-03,53.86,53.86,0.0,0
4826-TZEVA,2022-01-16,76.17,76.17,0.0,0
6016-NXBNJ,2022-09-11,41.79,41.79,0.0,0
6016-NXBNJ,2022-12-14,117.62,117.62,0.0,0
6016-NXBNJ,2022-04-05,33.92,27.32,6.6,1
9138-EFSMO,2022-06-14,59.27,59.27,0.0,0
0576-WNXXC,2022-12-17,111.11,111.11,0.0,0
4632-XJMEX,2022-02-15,46.31,46.31,0.0,0
8910-LEDAG,2022-10-06,94.0,57.53,36.47,1
8910-LEDAG,2022-07-12,104.7,104.7,0.0,0
8910-LEDAG,2022-01-21,62.39,62.39,0.0,0
3452-GWUIN,2022-09-04,37.03,37.03,0.0,0
3452-GWUIN,2022-09-28,85.24,85.24,0.0,0
2716-GFZOR,2022-09-24,90.18,90.18,0.0,0
2716-GFZOR,2022-05-09,116.6,116.6,0.0,0
2716-GFZOR,2022-12-06,36.46,36.46,0.0,0
3724-UCSHY,2022-05-11,83.89,83.89,0.0,0
3724-UCSHY,2022-05-26,107.57,107.57,0.0,0
8626-XHBIE,2022-03-31,79.03,62.8,16.23,1
8626-XHBIE,2022-03-19,72.17,72.17,0.0,0
8626-XHBIE,2022-08-01,78.23,78.23,0.0,0
4628-CTTLA,2022-10-27,29.81,25.03,4.78,1
4628-CTTLA,2022-08-23,20.57,20.57,0.0,0
3192-LNKRK,2022-12-20,23.16,23.16,0.0,0
4439-YRNVD,2022-10-01,20.77,20.77,0.0,0
4439-YRNVD,2022-04-07,55.79,55.79,0.0,0
4439-YRNVD,2022-01-19,87.82,52.14,35.68,1
2876-VBBBL,2022-09-09,46.54,46.54,0.0,0
2876-VBBBL,2022-01-16,42.4,42.4,0.0,0
2876-VBBBL,2022-05-24,101.9,101.9,0.0,0
6834-NXDCA,2022-04-21,53.36,53.36,0.0,0
6834-NXDCA,2022-05-23,79.2,79.2,0.0,0
6834-NXDCA,2022-07-18,89.96,89.96,0.0,0
2208-UGTGR,2022-10-10,74.53,74.53,0.0,0
2208-UGTGR,2022-11-24,89.44,89.44,0.0,0
2208-UGTGR,2022-07-13,38.45,38.45,0.0,0
3005-TYFRD,2022-09-10,73.23,68.84,4.39,1
8670-MEFCP,2022-07-04,24.01,24.01,0.0,0
8670-MEFCP,2022-10-30,98.54,75.87,22.67,1
8670-MEFCP,2022-05-31,24.45,24.45,0.0,0
3079-BCHLN,2022-04-25,20.17,16.88,3.29,1
3079-BCHLN,2022-09-14,31.92,31.92,0.0,0
3079-BCHLN,2022-10-18,111.72,111.72,0.0,0
7777-UNYHB,2022-09-12,88.15,75.33,12.82,1
7777-UNYHB,2022-01-22,92.26,78.56,13.7,1
7777-UNYHB,2022-08-19,112.57,86.2,26.37,1
5597-GLBUC,2022-02-14,42.77,42.77,0.0,0
7278-CKDNC,2022-04-14,99.42,99.42,0.0,0
2748-MYRVK,2022-02-19,102.97,97.03,5.94,1
2748-MYRVK,2022-06-17,114.26,59.8,54.46,1
2748-MYRVK,2022-04-23,111.38,111.38,0.0,0
8450-UYIBU,2022-03-30,92.85,92.85,0.0,0
8450-UYIBU,2022-03-08,83.2,83.2,0.0,0
8450-UYIBU,2022-11-30,85.31,51.06,34.25,1
2969-VAPYH,2022-06-30,60.68,60.68,0.0,0
2969-VAPYH,2022-07-28,91.92,91.92,0.0,0
4822-YCXMX,2022-12-14,31.35,31.35,0.0,0
7181-OQCUT,2022-09-29,34.42,34.42,0.0,0
7181-OQCUT,2022-02-21,68.24,68.24,0.0,0
8474-UMLNT,2022-11-23,27.83,16.52,11.31,1
8474-UMLNT,2022-03-25,103.28,103.28,0.0,0
9821-POOTN,2022-06-15,35.11,35.11,0.0,0
9821-POOTN,2022-12-18,74.85,74.85,0.0,0
3836-FZSDJ,2022-08-05,32.1,32.1,0.0,0
3836-FZSDJ,2022-07-25,37.64,37.64,0.0,0
9142-XMYJH,2022-12-27,24.43,24.43,0.0,0
6559-ILWKJ,2022-05-18,116.22,116.22,0.0,0
6559-ILWKJ,2022-03-27,84.75,84.75,0.0,0
0187-QSXOE,2022-04-11,48.18,48.18,0.0,0
0187-QSXOE,2022-12-23,112.17,112.17,0.0,0
7733-UDMTP,2022-01-30,84.17,84.17,0.0,0
7733-UDMTP,2022-03-19,52.63,41.84,10.79,1
2649-HWLYB,2022-09-13,28.24,28.24,0.0,0
2649-HWLYB,2022-11-14,46.44,46.44,0.0,0
2649-HWLYB,2022-06-20,48.76,48.76,0.0,0
5214-CHIWJ,2022-08-03,99.88,92.01,7.87,1
4229-CZMLL,2022-02-17,61.21,40.52,20.69,1
6904-JLBGY,2022-07-04,78.19,78.19,0.0,0
6904-JLBGY,2022-12-14,61.16,61.16,0.0,0
2465-BLLEU,2022-11-29,46.89,46.89,0.0,0
2465-BLLEU,2022-03-25,52.44,52.44,0.0,0
1685-VAYJF,2022-01-23,87.24,87.24,0.0,0
1685-VAYJF,2022-10-05,57.14,57.14,0.0,0
8874-EJNSR,2022-10-17,116.13,116.13,0.0,0
6917-YACBP,2022-11-28,50.68,50.68,0.0,0
5049-MUBWG,2022-04-23,91.8,91.8,0.0,0
5049-MUBWG,2022-01-17,114.55,114.55,0.0,0
4223-WOZCM,2022-02-23,58.06,58.06,0.0,0
0769-MURVM,2022-11-05,104.35,73.04,31.31,1
0769-MURVM,2022-12-28,41.81,41.81,0.0,0
0769-MURVM,2022-09-26,23.93,23.93,0.0,0
9253-VIFJQ,2022-07-19,93.79,93.79,0.0,0
7030-FZTFM,2022-06-13,31.7,31.7,0.0,0
9741-YLNTD,2022-02-09,32.95,32.95,0.0,0
9741-YLNTD,2022-08-01,92.47,92.47,0.0,0
9741-YLNTD,2022-09-19,64.25,33.22,31.03,1
5917-RYRMG,2022-05-10,52.15,31.3,20.85,1
5917-RYRMG,2022-05-10,96.24,96.24,0.0,0
5120-ZBLAI,2022-12-13,95.07,95.07,0.0,0
1194-BHJYC,2022-09-15,31.41,31.41,0.0,0
1194-BHJYC,2022-06-07,43.11,43.11,0.0,0
1194-BHJYC,2022-08-18,99.46,99.46,0.0,0
3663-MITLP,2022-04-19,42.95,42.95,0.0,0
3663-MITLP,2022-04-23,113.82,113.82,0.0,0
0906-QVPMS,2022-03-09,95.81,95.81,0.0,0
0906-QVPMS,2022-08-24,23.39,23.39,0.0,0
9025-ZRPVR,2022-07-18,54.01,54.01,0.0,0
9025-ZRPVR,2022-02-28,53.51,53.51,0.0,0
1905-OEILC,2022-01-26,77.72,77.72,0.0,0
1905-OEILC,2022-11-04,48.34,48.34,0.0,0
1905-OEILC,2022-02-18,81.79,81.79,0.0,0
7858-GTZSP,2022-04-06,58.18,58.18,0.0,0
3285-UCQVC,2022-12-17,39.77,39.77,0.0,0
3285-UCQVC,2022-03-28,83.6,83.6,0.0,0
3285-UCQVC,2022-12-02,103.73,103.73,0.0,0
6248-BSHKG,2022-03-02,102.66,102.66,0.0,0
6248-BSHKG,2022-04-29,69.27,69.27,0.0,0
6248-BSHKG,2022-07-19,48.93,48.93,0.0,0
4685-TFLLS,2022-12-01,116.54,116.54,0.0,0
3470-BTGQO,2022-09-02,53.87,53.87,0.0,0
3470-BTGQO,2022-05-19,54.08,54.08,0.0,0
1209-VFFOC,2022-05-20,92.91,92.91,0.0,0
8224-DWCKX,2022-04-18,48.97,48.97,0.0,0
8224-DWCKX,2022-07-16,32.48,27.48,5.0,1
5482-PLVPE,2022-12-18,97.62,97.62,0.0,0
5482-PLVPE,2022-01-06,67.81,67.81,0.0,0
5482-PLVPE,2022-03-10,108.44,56.59,51.85,1
4553-DVPZG,2022-06-29,109.12,109.12,0.0,0
4553-DVPZG,2022-01-21,62.73,62.73,0.0,0
4902-OHLSK,2022-10-16,81.46,81.46,0.0,0
6917-IAYHD,2022-10-24,106.82,106.82,0.0,0
6917-IAYHD,2022-02-08,66.8,66.8,0.0,0
0495-ZBNGW,2022-09-19,33.48,33.48,0.0,0
8620-RJPZN,2022-08-26,28.68,18.82,9.86,1
8620-RJPZN,2022-03-09,105.54,105.54,0.0,0
7572-KPVKK,2022-11-02,26.63,26.63,0.0,0
2642-MAWLJ,2022-01-27,75.58,75.58,0.0,0
2357-COQEK,2022-02-27,101.65,101.65,0.0,0
7103-ZGVNT,2022-08-19,24.83,24.83,0.0,0
7103-ZGVNT,2022-07-28,78.37,78.37,0.0,0
7103-ZGVNT,2022-02-13,25.43,16.45,8.98,1
3737-GCSPV,2022-05-12,21.2,21.2,0.0,0
2027-WKXMW,2022-12-02,36.55,36.55,0.0,0
7137-NAXML,2022-12-02,35.29,35.29,0.0,0
2428-ZMCTB,2022-03-29,31.58,31.58,0.0,0
2428-ZMCTB,2022-04-22,61.87,61.87,0.0,0
2961-VNFKL,2022-03-13,96.58,96.58,0.0,0
2961-VNFKL,2022-06-30,43.96,43.96,0.0,0
1768-HNVGJ,2022-04-27,63.36,63.36,0.0,0
1768-HNVGJ,2022-08-04,34.45,34.45,0.0,0
6963-KQYQB,2022-04-21,82.56,82.56,0.0,0
5934-RMPOV,2022-01-22,100.65,100.65,0.0,0
5934-RMPOV,2022-01-01,59.15,59.15,0.0,0
5934-RMPOV,2022-05-23,32.81,24.07,8.74,1
1207-BLKSA,2022-02-02,29.32,29.32,0.0,0
4088-YLDSU,2022-12-29,118.78,118.78,0.0,0
4088-YLDSU,2022-04-06,40.01,40.01,0.0,0
8316-BBQAY,2022-01-27,94.17,82.85,11.32,1
8316-BBQAY,2022-11-27,38.42,38.42,0.0,0
8316-BBQAY,2022-04-20,44.78,44.78,0.0,0
1166-PQLGG,2022-09-26,112.9,112.9,0.0,0
1166-PQLGG,2022-01-15,104.1,104.1,0.0,0
3146-JTQHR,2022-04-29,96.82,96.82,0.0,0
3146-JTQHR,2022-05-15,90.99,90.99,0.0,0
3146-JTQHR,2022-10-10,93.15,93.15,0.0,0
4291-YZODP,2022-02-17,91.26,91.26,0.0,0
4395-PZMSN,2022-10-12,110.67,110.67,0.0,0
4395-PZMSN,2022-06-20,48.99,48.99,0.0,0
6427-FEFIG,2022-02-08,85.05,70.05,15.0,1
6427-FEFIG,2022-05-31,112.85,112.85,0.0,0
6427-FEFIG,2022-01-30,102.12,102.12,0.0,0
0017-IUDMW,2022-07-19,108.35,108.35,0.0,0
8706-HRADD,2022-11-03,114.31,114.31,0.0,0
8706-HRADD,2022-07-21,60.45,60.45,0.0,0
8706-HRADD,2022-07-23,75.56,69.74,5.82,1
9955-QOPOY,2022-08-21,71.35,71.35,0.0,0
4385-ZKVNW,2022-09-27,114.81,114.81,0.0,0
4385-ZKVNW,2022-09-01,83.14,83.14,0.0,0
4385-ZKVNW,2022-03-03,85.61,44.69,40.92,1
5446-DKWYW,2022-06-10,40.53,40.53,0.0,0
5446-DKWYW,2022-05-03,83.3,83.3,0.0,0
5446-DKWYW,2022-05-22,75.67,75.67,0.0,0
2034-CGRHZ,2022-11-10,114.11,114.11,0.0,0
5797-APWZC,2022-06-06,93.26,93.26,0.0,0
5797-APWZC,2022-11-14,40.32,40.32,0.0,0
3683-QKIUE,2022-11-18,26.02,18.75,7.27,1
3683-QKIUE,2022-12-29,94.36,88.73,5.63,1
3683-QKIUE,2022-11-21,64.8,64.8,0.0,0
4228-ZGYUW,2022-03-20,98.34,98.34,0.0,0
9031-ZVQPT,2022-07-31,42.85,42.85,0.0,0
9031-ZVQPT,2022-01-05,37.47,37.47,0.0,0
2990-IAJSV,2022-10-25,23.85,23.85,0.0,0
8107-KNCIM,2022-04-26,31.5,31.5,0.0,0
9027-YFHQJ,2022-09-26,32.22,32.22,0.0,0
5176-LDKUH,2022-05-19,27.76,27.76,0.0,0
5176-LDKUH,2022-12-04,72.97,72.97,0.0,0
5176-LDKUH,2022-06-06,61.56,61.56,0.0,0
4644-OBGFZ,2022-09-15,37.43,37.43,0.0,0
4644-OBGFZ,2022-03-01,51.36,51.36,0.0,0
4644-OBGFZ,2022-10-17,27.28,22.33,4.95,1
7926-IJOOU,2022-08-23,119.4,119.4,0.0,0
7926-IJOOU,2022-11-24,73.02,73.02,0.0,0
6480-YAGIY,2022-02-14,111.61,111.61,0.0,0
4029-HPFVY,2022-07-13,53.5,53.5,0.0,0
4029-HPFVY,2022-11-17,57.35,52.61,4.74,1
4029-HPFVY,2022-03-22,35.82,35.82,0.0,0
7602-DBTOU,2022-08-09,49.82,49.82,0.0,0
7602-DBTOU,2022-01-24,26.09,26.09,0.0,0
5345-BMKWB,2022-10-20,71.8,71.8,0.0,0
3519-ZKXGG,2022-02-21,53.7,53.7,0.0,0
3519-ZKXGG,2022-01-04,22.63,22.63,0.0,0
3519-ZKXGG,2022-03-14,24.67,24.67,0.0,0
5457-COLHT,2022-04-05,117.64,117.64,0.0,0
6416-TVAIH,2022-07-16,106.23,106.23,0.0,0
6416-TVAIH,2022-03-05,70.61,70.61,0.0,0
6416-TVAIH,2022-06-26,62.3,62.3,0.0,0
5451-YHYPW,2022-07-03,72.64,72.64,0.0,0
5108-ADXWO,2022-11-14,62.44,58.86,3.58,1
7998-WNZEM,2022-10-07,51.72,51.72,0.0,0
7998-WNZEM,2022-12-20,55.72,55.72,0.0,0
3066-RRJIO,2022-08-25,31.15,31.15,0.0,0
3066-RRJIO,2022-06-03,94.31,94.31,0.0,0
3066-RRJIO,2022-03-23,26.97,26.97,0.0,0
4664-NJCMS,2022-07-10,95.05,95.05,0.0,0
4664-NJCMS,2022-09-03,40.25,40.25,0.0,0
0307-BCOPK,2022-06-10,113.12,113.12,0.0,0
7629-WFGLW,2022-11-23,28.78,28.78,0.0,0
2542-HYGIQ,2022-08-26,87.76,67.2,20.56,1
2542-HYGIQ,2022-04-26,92.52,92.52,0.0,0
2542-HYGIQ,2022-07-14,98.43,57.66,40.77,1
6715-OFDBP,2022-09-30,26.53,26.53,0.0,0
6715-OFDBP,2022-09-28,26.53,26.53,0.0,0
5016-LIPDW,2022-07-31,44.18,44.18,0.0,0
6481-LXPWL,2022-04-10,70.69,70.69,0.0,0
6481-LXPWL,2022-03-04,79.36,69.92,9.44,1
6481-LXPWL,2022-01-25,97.66,97.66,0.0,0
1567-DSCIC,2022-05-11,55.86,55.86,0.0,0
1567-DSCIC,2022-05-06,28.54,28.54,0.0,0
1567-DSCIC,2022-06-24,52.74,52.74,0.0,0
2150-UWTFY,2022-02-17,103.79,103.79,0.0,0
2150-UWTFY,2022-08-30,70.29,63.91,6.38,1
6124-ACRHJ,2022-04-14,23.21,21.81,1.4,1
6124-ACRHJ,2022-12-18,93.39,93.39,0.0,0
6124-ACRHJ,2022-01-11,23.71,23.71,0.0,0
9362-MWODR,2022-11-10,106.36,106.36,0.0,0
9975-GPKZU,2022-03-17,91.37,91.37,0.0,0
9975-GPKZU,2022-05-30,81.21,81.21,0.0,0
9975-GPKZU,2022-02-03,74.79,74.79,0.0,0
9625-RZFUK,2022-11-03,76.15,76.15,0.0,0
5153-LXKDT,2022-01-26,27.25,27.25,0.0,0
5153-LXKDT,2022-03-09,106.3,106.3,0.0,0
5161-UBZXI,2022-04-27,86.21,86.21,0.0,0
1020-JPQOW,2022-05-30,38.38,38.38,0.0,0
1020-JPQOW,2022-01-29,39.43,39.43,0.0,0
1020-JPQOW,2022-07-08,50.9,50.9,0.0,0
7919-ZODZZ,2022-09-26,98.08,98.08,0.0,0
0565-JUPYD,2022-12-19,38.66,23.37,15.29,1
6867-ACCZI,2022-06-22,59.43,59.43,0.0,0
6867-ACCZI,2022-03-27,57.15,57.15,0.0,0
6867-ACCZI,2022-03-08,111.01,111.01,0.0,0
5939-XAIXZ,2022-07-16,55.62,55.62,0.0,0
5939-XAIXZ,2022-05-29,73.6,73.6,0.0,0
9054-FOWNV,2022-01-10,108.51,108.51,0.0,0
2683-BPJSO,2022-09-12,28.38,28.38,0.0,0
2157-MXBJS,2022-01-14,58.84,58.84,0.0,0
2157-MXBJS,2022-07-19,97.4,97.4,0.0,0
2157-MXBJS,2022-12-01,24.28,24.28,0.0,0
8207-VVMYB,2022-09-21,86.5,86.5,0.0,0
8207-VVMYB,2022-03-31,66.75,48.12,18.63,1
9732-EQMWY,2022-09-24,20.76,20.76,0.0,0
9360-AHGNL,2022-08-11,80.85,80.85,0.0,0
9360-AHGNL,2022-06-10,70.3,70.3,0.0,0
1087-UDSIH,2022-12-19,99.83,55.94,43.89,1
1087-UDSIH,2022-11-19,31.27,31.27,0.0,0
1087-UDSIH,2022-11-22,83.2,83.2,0.0,0
5269-NRGDP,2022-03-27,58.58,58.58,0.0,0
5269-NRGDP,2022-02-18,36.02,36.02,0.0,0
5269-NRGDP,2022-06-20,91.83,85.26,6.57,1
6195-MELTI,2022-10-26,56.37,56.37,0.0,0
6195-MELTI,2022-05-27,79.57,79.57,0.0,0
5485-WUYWF,2022-03-20,100.5,100.5,0.0,0
5485-WUYWF,2022-12-02,101.87,101.87,0.0,0
5485-WUYWF,2022-02-13,83.31,83.31,0.0,0
2121-JAFOM,2022-02-21,70.99,70.99,0.0,0
2121-JAFOM,2022-06-23,21.88,21.88,0.0,0
2121-JAFOM,2022-05-01,20.31,20.31,0.0,0
8818-DOPVL,2022-06-27,93.56,93.56,0.0,0
8818-DOPVL,2022-08-26,85.8,85.8,0.0,0
8818-DOPVL,2022-12-20,69.02,69.02,0.0,0
2632-UCGVD,2022-08-23,65.09,65.09,0.0,0
5445-PZWGX,2022-03-05,87.52,87.52,0.0,0
5445-PZWGX,2022-03-27,84.71,84.71,0.0,0
5445-PZWGX,2022-10-10,27.25,24.74,2.51,1
1227-UDMZR,2022-08-11,23.74,23.74,0.0,0
5198-HQAEN,2022-10-14,119.83,119.83,0.0,0
9170-CCKOU,2022-03-18,80.07,80.07,0.0,0
2167-FQSTQ,2022-06-15,48.12,48.12,0.0,0
2167-FQSTQ,2022-11-17,66.12,56.88,9.24,1
2167-FQSTQ,2022-09-02,112.15,112.15,0.0,0
2819-GWENI,2022-11-21,91.24,91.24,0.0,0
1043-YCUTE,2022-07-27,74.16,74.16,0.0,0
1043-YCUTE,2022-12-06,72.41,72.41,0.0,0
3814-MLAXC,2022-07-27,106.39,106.39,0.0,0
3572-UUHRS,2022-08-30,80.78,48.18,32.6,1
3572-UUHRS,2022-04-10,115.32,100.17,15.15,1
3572-UUHRS,2022-01-21,23.59,23.59,0.0,0
2692-PFYTJ,2022-11-07,97.02,97.02,0.0,0
2692-PFYTJ,2022-09-25,30.51,30.51,0.0,0
2692-PFYTJ,2022-09-06,21.12,21.12,0.0,0
1226-UDFZR,2022-09-21,22.11,22.11,0.0,0
1226-UDFZR,2022-01-07,40.14,40.14,0.0,0
5955-EPOAZ,2022-08-12,114.31,114.31,0.0,0
6821-JPCDC,2022-01-12,92.98,92.98,0.0,0
8815-LMFLX,2022-05-12,25.76,25.76,0.0,0
8815-LMFLX,2022-09-21,80.03,80.03,0.0,0
8815-LMFLX,2022-02-04,114.11,114.11,0.0,0
9135-HSWOC,2022-03-28,93.07,93.07,0.0,0
9135-HSWOC,2022-01-06,50.79,50.79,0.0,0
9135-HSWOC,2022-07-11,60.31,60.31,0.0,0
8582-KRHPJ,2022-08-03,113.33,113.33,0.0,0
8582-KRHPJ,2022-06-28,78.31,70.6,7.71,1
5811-IWXYM,2022-09-14,55.76,40.87,14.89,1
7044-YAACC,2022-10-19,60.93,60.93,0.0,0
8189-XRIKE,2022-12-09,116.22,116.22,0.0,0
8189-XRIKE,2022-08-05,101.88,101.88,0.0,0
1506-YJTYT,2022-03-16,44.89,44.89,0.0,0
1506-YJTYT,2022-05-29,78.03,78.03,0.0,0
4123-DVHPH,2022-04-23,115.73,115.73,0.0,0
4123-DVHPH,2022-10-09,106.47,106.47,0.0,0
4123-DVHPH,2022-07-02,63.73,63.73,0.0,0
6425-YQLLO,2022-06-11,113.71,113.71,0.0,0
5442-UTCVD,2022-08-29,67.04,67.04,0.0,0
5442-UTCVD,2022-10-22,41.39,41.39,0.0,0
2228-BZDEE,2022-07-18,54.33,45.76,8.57,1
7734-DBOAI,2022-12-27,112.87,59.11,53.76,1
7734-DBOAI,2022-12-04,59.57,59.57,0.0,0
2789-CZANW,2022-09-24,105.19,105.19,0.0,0
2091-RFFBA,2022-09-14,23.79,23.79,0.0,0
2091-RFFBA,2022-11-28,106.5,106.5,0.0,0
2114-MGINA,2022-06-12,37.87,37.87,0.0,0
7596-LDUXP,2022-08-28,32.97,21.94,11.03,1
3740-RLMVT,2022-04-02,59.35,59.35,0.0,0
3740-RLMVT,2022-09-01,80.6,80.6,0.0,0
4489-SNOJF,2022-12-03,94.36,94.36,0.0,0
2192-OZITF,2022-08-05,57.56,47.04,10.52,1
2192-OZITF,2022-11-03,24.06,24.06,0.0,0
5651-CPDND,2022-06-02,44.47,44.47,0.0,0
5651-CPDND,2022-09-20,109.89,109.89,0.0,0
5651-CPDND,2022-07-17,44.95,44.95,0.0,0
2186-QZEYA,2022-01-09,47.67,47.67,0.0,0
2186-QZEYA,2022-09-12,54.19,54.19,0.0,0
1131-ALZWV,2022-03-02,69.54,69.54,0.0,0
7729-XBTWX,2022-03-23,68.04,68.04,0.0,0
7729-XBTWX,2022-07-31,106.48,98.28,8.2,1
7729-XBTWX,2022-01-07,59.94,59.94,0.0,0
9134-WYRVP,2022-04-05,62.83,62.83,0.0,0
9134-WYRVP,2022-08-07,72.72,72.72,0.0,0
3284-SVCRO,2022-01-29,96.4,96.4,0.0,0
9732-OUYRN,2022-03-19,72.67,72.67,0.0,0
9732-OUYRN,2022-06-21,69.0,69.0,0.0,0
0559-CKHUS,2022-10-28,63.14,38.83,24.31,1
0559-CKHUS,2022-07-26,95.77,95.77,0.0,0
2931-SVLTV,2022-04-01,73.43,64.41,9.02,1
2931-SVLTV,2022-08-11,43.17,43.17,0.0,0
2931-SVLTV,2022-08-09,106.64,106.64,0.0,0
6899-PPEEA,2022-08-19,25.42,25.42,0.0,0
6899-PPEEA,2022-12-13,23.79,23.79,0.0,0
7504-UWHNB,2022-10-29,54.72,54.72,0.0,0
7504-UWHNB,2022-01-04,65.62,65.62,0.0,0
7504-UWHNB,2022-10-29,62.65,62.65,0.0,0
2582-FFFZR,2022-01-19,65.35,65.35,0.0,0
8908-NMQTX,2022-02-10,35.64,35.64,0.0,0
2187-LZGPL,2022-04-18,106.99,106.99,0.0,0
2187-LZGPL,2022-11-18,33.91,33.91,0.0,0
1431-AIDJQ,2022-01-28,113.86,113.86,0.0,0
1431-AIDJQ,2022-04-03,98.52,50.55,47.97,1
6288-LBEAR,2022-02-09,63.6,63.6,0.0,0
